,Track Name,Artist,Artist Popularity,Artist Genres,Track Duration(ms),Release Date,Track Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time_signature,Lyrics
482,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,73,pop soul,217466,2018-11-30,76,0.601,0.794,7,-5.844,0,0.0671,0.00987,1.36e-06,0.388,0.244,114.066,4,"This world can hurt you
It cuts you deep and leaves a scar
Things fall apart, but nothing breaks like a heart
And nothing breaks like a heart

I heard you on the phone last night
We live and die by pretty lies
You know it, oh, we both know it
These silver bullet cigarettes
This burning house, there's nothing left

It's smoking, we both know it
We got all night to fall in love
But just like that we fall apart
We're broken, we're broken

Hmm, well nothing, nothing, nothing gon' save us now

Well, there's broken silence
By thunder crashing in the dark (crash in the dark)
And this broken record
...
"
483,Beautiful People (feat. Khalid),Ed Sheeran,87,"pop, singer-songwriter pop, uk pop",197866,2019-07-12,76,0.64,0.647,5,-8.114,0,0.186,0.124,0.0,0.0801,0.546,92.979,4,"We are, we are, we are

L.A. on a Saturday night in the summer
Sundown and they all come out
Lamborghinis and their rented Hummers
The party's on, so they're headin' downtown ('Round here)
Everybody's lookin' for a come up
And they wanna know what you're about
Me in the middle with the one I love and
We're just tryna figure everything out

We don't fit in well 'cause we are just ourselves
I could use some help gettin' out of this conversation, yeah
You look stunnin', dear, so don't ask that question here
This is my only fear, that we become (Ay)

Beautiful people
Drop top, designer clothes
Front row at fashion shows
...
"
484,SOS (feat. Aloe Blacc),Avicii,80,"dance pop, edm, pop, pop dance",157202,2019-06-06,75,0.802,0.645,5,-6.181,0,0.0715,0.272,0.0,0.119,0.376,100.001,4,"Can you hear me? S.O.S
Help me put my mind to rest
Two times clear again I'm actin' low
A pound of weed and a bag of blow

I can feel your love pullin' me up from the underground and
I don't need my drugs
We could be more than just part-time lovers
I can feel your touch pickin' me up from the underground and
I don't need my drugs

We could be more than just part-time lovers
We could be more than just part-time lovers
We could be more than just part-time lovers
...
"
485,Soltera (Remix),Lunay,73,"reggaeton, reggaeton flow, trap latino, urbano latino",266086,2019-10-25,75,0.795,0.783,5,-4.271,1,0.0432,0.361,0.0,0.437,0.799,92.01,4,"Épico
Sal de enmedio, ok
Fuego

Me dijeron que te acabas de dejar
Que el bobo aquel te engañó
Que ya no crees en el amor
Que andas suelta igual que yo

No sé pero
La noche está pa' desquitarno'
Otro shot vamo' a darno'

Que yo también quiero joder, vacilar
Trae a to'a tus amigas que yo las voy a poner a fumar
Dale hasta abajo, pa'ta bajo sin parar, yeh

Porque estar soltera está de moda
Por eso ella no se enamora
Estar soltera está de moda
Por eso no va a cambiar

Estar soltera está de moda
Por eso ella no se enamora
Estar soltera está de moda (D-D-DY)
Por eso no va a cambiar

Ella 'tá soltera, su' amiga' revuelta'
Va pa' la disco y a nadie le rinde cuenta'
'Tá soltera (Fuego), su' amiga' revuelta'
Va pa' la disco ya nadie le rinde cuenta'

Ella vacila y vive en la joda
No está lista pa' un trajecito blanco 'e la boda
Puede perriar con uno o como sea, ella baila sola
Batea pa' 500, siempre bota la bola

Po, ponme a prueba a ver que to'el peso se va a caer
La ola en decateo' la mano contra la pared
Pa' darle pal' piso, no pide permiso
Si está soltera sin compromiso
...
"
486,Dancing With A Stranger (with Normani),Sam Smith,83,"pop, uk pop",171029,2019-01-11,75,0.741,0.52,8,-7.513,1,0.0656,0.45,1.97e-06,0.222,0.347,102.998,4,"I don't wanna be alone tonight (Alone tonight)
It's pretty clear that I'm not over you (Over you, over you)
I'm still thinking 'bout the things you do (Things you do)
So I don't wanna be alone tonight
Alone tonight, alone tonight

Can you light the fire? (Light the fire, light the fire)
I need somebody who can take control (Take control)
I know exactly what I need to do
'Cause I don't wanna be alone tonight
Alone tonight, alone tonight

Look what you made me do
I'm with somebody new
Ooh, baby, baby, I'm dancing with a stranger
Look what you made me do
I'm with somebody new
...
"
487,Kill This Love,BLACKPINK,81,"k-pop, k-pop girl group, pop",191050,2019-04-05,75,0.763,0.835,2,-5.234,0,0.191,0.323,0.00221,0.225,0.645,131.875,4,"Yeah, yeah, yeah
BLACKPINK in your area
Yeah, yeah, yeah

천사 같은 ""Hi"", 끝엔 악마 같은 ""Bye""
매번 미칠듯한 high, 뒤엔 뱉어야 하는 price
이건 답이 없는 test, 매번 속더라도, yes
딱한 감정의 노예, 얼어 죽을 사랑해

Here I come, kick in the door, oh
가장 독한 걸로 줘, oh
뻔하디 뻔한 그 love (love)
더 내놔봐, give me some more (ah)
알아서 매달려 벼랑 끝에
한마디면 또 like 헤벌레 해
그 따뜻한 떨림이 새빨간 설렘이
마치 heaven 같겠지만 you might not get in it

Look at me, look at you, 누가 더 아플까?
You smart (you smart) 누가? You are
두 눈에 피눈물 흐르게 된다면
...
"
488,Adan y Eva,Paulo Londra,74,"argentine hip hop, trap argentino, trap latino, urbano latino",256971,2019-05-23,75,0.767,0.709,1,-4.47,1,0.336,0.323,0.0,0.0745,0.72,171.993,4,"(O-O-Ovy On The Drums)

Acércate, deja la' duda'
La noche es fría, pero conmigo es segura
Despégate de la amargura
Y déjame llevarte a tu debida altura
De tus locuras, de tus ideas
De tu cultura y de tu ciencia
¿La alcanzaré?, eso no lo sé
Pero esta noche

De mí no te escapas
Esta noche no me guardo la' palabras
Soñé siempre con tener esta velada
Y que tengo que contarte a ti
Que de mí no te escapas
Esta noche no me guardo la' palabras
Soñé siempre con tener esta velada
Y que tengo que contarte a ti

Como Adán y Eva, tengamo' nuestro' pecado'
Como do' ladrone', un secreto bien guardado
Un camino y un destino asegurado
Donde esto' fugitivo' se han amado
Y como Adán y Eva, tengamo' nuestro' pecado'
Como do' ladrone', un secreto bien guardado
Un camino y un destino asegurado
Donde esto' fugitivo' se han amado, oh-oh

Tú vive' con otro y yo medio a solas
A mí no me quieren, él no te valora
Él no te saluda ni te dice hola
Y a mí no me hablan a ninguna hora

...
"
489,Bohemian Rhapsody - Remastered 2011,Queen,84,"classic rock, glam rock, rock",354320,1975-11-21,75,0.392,0.402,0,-9.961,0,0.0536,0.288,0.0,0.243,0.228,143.883,4,"Is this the real life? Is this just fantasy?
Caught in a landslide, no escape from reality
Open your eyes, look up to the skies and see
I'm just a poor boy, I need no sympathy
Because I'm easy come, easy go, little high, little low
Any way the wind blows doesn't really matter to me, to me

Mama, just killed a man
Put a gun against his head, pulled my trigger, now he's dead
Mama, life had just begun
But now I've gone and thrown it all away
Mama, ooh, didn't mean to make you cry
If I'm not back again this time tomorrow
Carry on, carry on as if nothing really matters

Too late, my time has come
Sends shivers down my spine, body's aching all the time
Goodbye, everybody, I've got to go
Gotta leave you all behind and face the truth
Mama, ooh (any way the wind blows)
...
"
490,Calma - Remix,Pedro Capó,67,"latin pop, puerto rican pop",238200,2018-10-05,75,0.826,0.773,11,-4.218,0,0.0524,0.323,0.0,0.143,0.761,126.899,4,"Lara Mercy Gang
Welcome to the paradise
¡Farru!

Cuatro abrazos y un café
Apenas me desperté
Y al mirarte recordé
Que ya todo lo encontré

Tu mano en mi mano
De todo escapamos
Juntos ver el sol caer

Vamos pa' la playa
Pa' curarte el alma
Cierra la pantalla
Abre la medalla

Todo el mar caribe
Viendo tu cintura
Tú le coqueteas
Tú eres buscabullas y me gusta

Lento y contento
Cara al viento
Lento y contento
Cara al viento (yah-yah-yah)

Y aprovecha que el sol está caliente
Y vamo' a disfrutar el ambiente
Vamo' a meterno' pa'l agua
Pa' que veas que rico se siente

Y vámonos tropical
Por to'a la costa a chinchorrear
De chinchorro en chinchorro
Paramos a darnos una medalla

...
"
491,Shotta Flow (feat. Blueface) - Remix,NLE Choppa,79,"memphis hip hop, rap",176631,2019-12-23,74,0.893,0.514,2,-4.776,1,0.424,0.0245,0.0,0.142,0.555,120.077,4,"Yeah
NLE, top shotta
Baby Mexico tell 'em
Yeah, what we on Blueface?
How we comin'?
Yeah, yeah

Yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah
I am a menace, keep me a rack just like tennis
I'm with the shit like I'm Dennis
I started this shit I'ma finish

Niggas be hatin', tryna blemish my image
Who want the smoke? .223 came with the scope
Extended clip long as a rope
We wipe his nose, just like he had him a cold
I knew that boy was a hoe

Pull up with the gang, you know that we bangin'
What is your set, nigga? What is you claimin'?
I am a beast, you cannot tame it
Don't point the finger, this shit can get dangerous

These niggas hatin', these niggas plottin'
Ooh, he got money? I'm runnin' his wallet
You say you a killer, lil' nigga stop it
In a shoot out yo' gun was droppin'

You really a hoe
You pull up, I let that bitch blow
And just like some tissue, we wipin' yo nose
I was on stage with the strap at my show
...
"
492,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",DJ Snake,78,"edm, electronic trap, pop, pop dance",212500,2019-07-25,74,0.842,0.801,8,-4.167,0,0.228,0.157,4.82e-06,0.0642,0.617,95.881,4,"Woh-oh-oh-oh

Báilame como si fuera la última vez
Y enséñame ese pasito que no sé
Un besito bien suavecito, bebé
Taki-taki, taki-taki, rumba

Woh-oh-oh-oh
High music, high flow (Snake)

Báilame como si fuera la última vez
Y enséñame ese pasito que no sé
Un besito bien suavecito, bebé
Taki-taki, taki-taki

Taki-taki, quiere un besito o un ñaqui
Booty explota como Nagasaki
Prende los motores Kawasaki
Que la disco está llena y llegaron los Anunnakis, no le bajes

El booty sobresale de tu traje
No trajo pantisito pa' que el nene no trabaje
Es que yo me sé lo que ella cree que ella se sabe
Cuenta que no quiere, pero me tiene espionaje, eh-eh

El booty sobresale de tu traje
No trajo pantisito pa' que el nene no trabaje
Es que yo me sé lo que ella cree que ella se sabe
Cuenta que no quiere, pero me tiene espionaje, eh-eh

...
"
493,Secreto,Anuel AA,86,"reggaeton, reggaeton flow, trap boricua, trap latino, urbano latino",258799,2019-01-15,74,0.807,0.803,11,-4.156,1,0.126,0.602,0.00853,0.136,0.706,91.987,4,"Bebecita
Bebe-bebecita, (uah)
Bebecita

Lo de nosotro' e'un secreto, que nadie se entere (uah)
Baby, yo siempre me vengo contigo cuando tú te viene'
Ante el mundo somos amigo' y lo hacemo' escondido'
Tú y yo solo' en mi cama y Dios es el testigo

Lo de nosotros es un secreto, pero siempre nos vemo' (no' vemo')
Y to el mundo habla de nosotros, pero siempre nos comemos (comemo')
Y tú me hiciste enloquecer, yeh (oh-oh-oh, oh-oh)
Y contigo me siento bien, yeh (oh-oh-oh, oh-oh, oh)

Y nadie nunca lo va a saber (bebé), que tú ere' mi mujer (mi mujer)
Y nadie junto' nos quiere ver, pero no' vamo' a esconder

Yo te hago el amor bien rico y te aprieto la mano (la mano)
Bebé, ya son como la' cuatro y pico, pero pa'l sexo es temprano (temprano)
Baby, conmigo tú te sientes vivo, pero siempre no' matamo'
Lo' secretos siempre se saben, baby, tarde o temprano (temprano)

Nuestro amor es un secreto, pero siempre nos vemo' (eh-eh)
Y to el mundo habla de nosotros, pero siempre nos comemos (eh-eh)
Y tú me hiciste enloquecer, yeh
...
"
494,Grace,Lewis Capaldi,81,"pop, uk pop",185657,2019-05-17,74,0.722,0.565,4,-5.848,1,0.0335,0.435,0.0,0.165,0.488,104.483,4,"I'm not ready to be just another of your mistakes

I can't seem to drown you out long enough
I fell victim to the sound of your love
You're like a song that I ain't ready to stop
I got nothing but you on my mind

I'm not ready to be just another of your mistakes
Don't wanna let the pieces fall out of place
I was only just a breath removed from going to waste
'Till I found salvation in the form of your

Your grace, your grace, your grace
Don't take it away
Your grace, your grace, your grace
Don't take it away

...
"
495,My Type,Saweetie,69,"cali rap, trap queen",126446,2019-03-29,74,0.899,0.811,2,-6.294,1,0.258,0.000677,0.0,0.0672,0.587,105.038,4,"Hennessy on my lips, take a little sip
Privacy on the door, I'ma make the shit grip

Rich nigga, eight-figure, that's my type
That's my type, nigga, that's my type
Eight inch big, ooh, that's good pipe
Bad bitch, I'ma ride the dick all night
Rich nigga, eight-figure, that's my type
That's my type, nigga, that's my type
Eight inch big, ooh, that's good pipe
That's my type, nigga, that's my type

New wrist, new whip, ride around dipped
I can see why all these basic hoes pissed

Bust down wrist, not a bust down bitch (ah)
Said I want your man, no, the fuck I don't, sis' (uh, uh)
If he a rich nigga, why he still hitting licks? (Licks)
Niggas spending bread, but he still can't hit
Bitch, please (bitch), Lamborghini keys (woo)
...
"
496,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,79,"melodic rap, rap, trap",189486,2018-12-21,74,0.581,0.662,9,-5.239,1,0.303,0.0153,0.0,0.111,0.434,93.023,4,"Uh
Yeah
Oh, that's London On Da Track, run that shit back
We got London On Da Track

Swervin'
How you look so perfect on your worst days?
Double C your purses, you deserve it
Niggas in your DM, they be thirsty (Thirsty)
And in person
But you're curvin'
Curvy little body, love your surface (Surface)
Yeah, I'm all on your body, make you nervous
I like the way you keep up with your earnings
Yeah, it's okay, 'cause you swervin'

I fuck you from the back and leave you turnin' (Turnin')
The type to make you feel like I'm so worth it (Worth it)
Blame my ex, that bitch, she did me dirty (Did me dirty)
Had me fall in love and then she curved me
(On God, swear to God, I don't wanna leave you, no)
New Louboutin, you would think
I'm bleedin' from my toes
Dick all inside of you
Make you freeze, make you pose
I want you to get up on your knees and your toes
I see one of my enemies
They gon' freeze like they cold
I swear I ain't no killer, but test me if you want
You don't want my adrenaline rushin'
Leave me alone (Leave me alone)
So much shit up on my mind
I can't think, yeah
...
"
497,One Thing Right,Marshmello,84,"brostep, edm, pop, progressive electro house",181823,2019-06-21,73,0.659,0.625,4,-2.253,1,0.045,0.0644,0.0,0.582,0.442,88.042,4,"I've cheated and I've lied
I've broke down and I've cried
I've got nothing to hide no more
I've loved and I've hurt
I've broken people down with words
More grace than I deserve, for sure

Known to be crazy, known to be wild
Mama had herself a little devilish child
Ain't no stranger to the troubles at my door

I've been at the wrong place at the wrong time
Chasin' all the wrong things most of my life
Been every kinda lost that you can't find
But I got one thing right
Been the kinda guy girls mamas don't like
Runnin' with the wrong crowd on the wrong nights
'Cause I've been wrong about a million times
But I got one thing right, you

...
"
498,Good as Hell,Lizzo,71,"escape room, minnesota hip hop, pop, trap queen",159735,2019-04-17,74,0.682,0.919,0,-3.18,0,0.0875,0.256,0.0,0.442,0.535,95.982,4,"I do my hair toss, check my nails
Baby how you feeling? (Feeling good as hell)
Hair toss, check my nails
Baby how you feeling? (Feeling good as hell)

Woo child, tired of the bullshit
Go on dust your shoulders off, keep it moving
Yes, Lord, tryna get some new shit
In there, swimwear, going-to-the-pool shit
Come now, come dry your eyes
You know you a star, you can touch the sky
I know that it's hard but you have to try
If you need advice, let me simplify

If he don't love you anymore
Just walk your fine ass out the door

I do my hair toss, check my nails
...
"
499,Better,Khalid,82,"pop, pop r&b",229320,2018-10-19,73,0.695,0.586,0,-10.315,0,0.0658,0.102,0.317,0.113,0.112,98.035,4,"(Nothing feels better)
(""I'm not really drunk, I never get that fucked up"")
(""I'm not, I'm so sober!"")

I love to see you shine in the night
Like the diamond you are
I'm good on the side, it's alright
Just hold me in the dark

No one's gotta know what we do
Hit me up when you're bored
'Cause I live down the street, so we meet
When you need it, it's yours
All I hear is...

Nothing feels better than this
Nothing feels better
Nothing feels better than this
Nothing feels better, oh, nah

We don't gotta hide
...
"
500,So Am I,Ava Max,79,pop,183026,2020-09-18,73,0.681,0.657,6,-4.671,1,0.0432,0.0748,0.0,0.353,0.628,130.089,4,"Do you ever feel like a misfit?
Everything inside you is dark and twisted
Oh, but it's okay to be different
'Cause baby, so am I (so am I, so am I, so am I-I-I-I)

Can you hear the whispers all across the room?
You feel her eyes all over you like cheap perfume
You're beautiful, but misunderstood
So why you tryna be just like the neighborhood?

I can see ya, I know what you're feelin'
So let me tell you 'bout my little secret
I'm a little crazy underneath this
Underneath this

Do you ever feel like a misfit?
Everything inside you is dark and twisted
Oh, but it's okay to be different
'Cause baby, so am I (so am I, so am I, so am I)
Do you ever feel like an outcast?
...
"
501,Money,Cardi B,78,"pop, rap",183527,2018-10-23,73,0.95,0.59,8,-6.508,0,0.29,0.00534,0.0,0.11,0.219,130.003,4,"Look, my bitches all bad, my niggas all real
I ride his dick, in some big tall heels
Big fat checks, big large bills
Front, I'll flip like ten cartwheels
Cold ass bitch, I give Ross chills
Ten different looks and my looks all kill
I kiss him in the mouth, I feel all grills
He eat in the car, that's meals on wheels (woo)

I was born to flex (yes)
Diamonds on my neck
I like boardin' jets, I like mornin' sex (woo)
But nothing in this world
That I like more than checks (money)
All I really wanna see is the (money)
I don't really need the D, I need the (money)
All a bad bitch need is the (money flow)

I got bands in the coupe (coupe)
Bustin' out the roof
I got bands in the coupe (coupe)
Touch me, I'll shoot (bow)

Shake a little ass (money)
Get a little bag and take it to the store (money)
Get a little cash (money)
You shake it real fast, you get a little more (money)
I got bands in the coupe (coupe)
Bustin' out the roof
I got bands in the coupe (brrr)
Bustin' out the roof (Cardi)

I gotta fly, I need a jet, shit
I need room for my legs
I got a baby, I need some money, yeah
I need cheese for my egg
...
"
502,Piece Of Your Heart,MEDUZA,75,"edm, pop dance, pop house, uk dance",152913,2019-02-01,73,0.677,0.744,10,-6.806,0,0.0295,0.0404,0.00016,0.074,0.631,124.08,4,"I'm calling you up to gettin' down, down, down

Show me a piece of your heart, a piece of your love
I'm calling you up to gettin' down, down, down
To gettin' down, down
A piece of your love
I'm calling you up to gettin' down, down, down

The way that we touch is never enough
I'm turning you up to gettin' down, down, down
Show me a piece of your heart
To gettin' down, down
I'm calling you up to gettin' down, down, down
The way that we touch is never enough
I'm turning you up to gettin' down, down, down

What? Sorry, just quickly
What if it's da, da, da, uh, uh
Da, da, da, uh, uh
Down, down, down

Uh, da, da, da, uh, uh
Da, da, da, uh, uh
Da, da, da, uh, uh
Da, da, da

...
"
503,Only Human,Jonas Brothers,75,"boy band, pop",183000,2019-06-07,72,0.795,0.496,0,-5.883,1,0.0722,0.108,0.0,0.0645,0.874,94.01,4,"Yeah, ayy

I don't want this night to end
It's closing time, so leave with me again (yeah)
You got all my love to spend, oh
Let's find a place where happiness begins

We gon' dance in my living room
Slave to the way you move
Hurts when I'm leaving you (ayy)
Just dance in the living room
Love with an attitude
Drunk to an '80s groove (ayy)

We gon' dance in my living room
Slave to the way you move
Hurts when I'm leaving you (ayy-ayy)
Dance in the living room
Love with an attitude
Drunk

It's only human, you know that it's real
...
"
504,I Don't Care (with Justin Bieber),Ed Sheeran & Justin Bieber,60,,219946,2019-07-12,72,0.798,0.676,6,-5.041,1,0.0442,0.0902,0.0,0.0894,0.843,101.956,4,"I'm at a party I don't wanna be at
And I don't ever wear a suit and tie, yeah
Wondering if I could sneak out the back
Nobody's even looking me in my eyes
Then you take my hand
Finish my drink, say, ""Shall we dance?"" (Hell, yeah!)
You know I love you, did I ever tell you?
You make it better like that

Don't think I fit in at this party
Everyone's got so much to say, yeah
I always feel like I'm nobody, mm-mm
Who wants to fit in anyway?

'Cause I don't care when I'm with my baby, yeah
All the bad things disappear
And you're making me feel like maybe I am somebody
I can deal with the bad nights
When I'm with my baby, yeah
(Ooh, ooh, ooh, ooh, ooh, ooh)

'Cause I don't care as long as you just hold me near
You can take me anywhere
And you're making me feel like I'm loved by somebody
I can deal with the bad nights
...
"
505,Slide Away,Miley Cyrus,84,pop,233654,2019-05-31,72,0.534,0.538,5,-6.673,1,0.0327,0.173,2.82e-06,0.248,0.289,148.016,4,"Woo-ooh, woo-ooh, woo-ooh
Woo-ooh, woo-ooh, woo-ooh

Once upon a time it was paradise
Once upon a time I was paralyzed
Think I'm gonna miss these harbour lights
But it's time to let it go
Once upon a time it was made for us
Woke up one day, it had turned to dust
Baby, we were found, but now we're lost
So it's time to let it go

I want my house in the hills
Don't want the whiskey and pills
I don't give up easily
But I don't think I'm down

So won't you slide away
...
"
506,Talk (feat. Disclosure),Khalid,82,"pop, pop r&b",197573,2019-04-05,72,0.9,0.4,0,-8.575,1,0.127,0.0516,0.0,0.0599,0.346,135.984,4,"Can we just talk? Can we just talk?
Talk about where we're going
Before we get lost, lend me me your thoughts
Can't get what we want without knowing

I've never felt like this before
I apologize if I'm moving too far
Can we just talk?
Can we just talk?
Figure out where we're going

Yeah, started off right
I can see it in your eyes
I can tell that you're wanting more
What's been on your mind?
There's no reason we should hide
Tell me something I ain't heard before
Oh, I've been dreaming about it
...
"
507,How Do You Sleep?,Sam Smith,83,"pop, uk pop",202204,2019-07-19,72,0.477,0.682,1,-4.931,0,0.0925,0.153,0.0,0.0763,0.345,110.567,5,"I'm done hating myself for feeling
I'm done crying myself away
I've gotta leave and start the healing
But when you move like that, I just want to stay

What have I become now?
Looking through your phone now, oh no
Love to you is just a game
Look what I have done now
Dialling up the numbers on you
I don't want my heart to break

Baby, How Do You Sleep when you lie to me?
All that shame and all that danger
I'm hoping that my love will keep you up tonight
Baby, How Do You Sleep when you lie to me?
All that fear and all that pressure
...
"
508,Panini,Lil Nas X,76,lgbtq+ hip hop,114893,2019-09-13,71,0.703,0.594,5,-6.146,0,0.0752,0.342,0.0,0.123,0.475,153.848,4,"Day-Day-Daytrip took it to ten (Hey)

Ayy, Panini, don't you be a meanie
Thought you wanted me to go up
Why you tryna keep me teeny? I
It's a dream, he wished it on a genie
I got fans finally, ain't you wanting them to see me? I

I thought you want this for my life, for my life
Said you wanted to see me thrive, you lied

...
"
509,Giant (with Rag'n'Bone Man),Calvin Harris,85,"dance pop, edm, electro house, house, pop, pop dance, progressive house, uk dance",229184,2019-01-11,71,0.807,0.887,1,-4.311,0,0.0361,0.016,0.000503,0.0811,0.606,122.015,4,"I understood loneliness
Before I knew what it was
I saw the pills on the table
For your unrequited love

I would be nothing
Without you holding me up
Now I'm strong enough for both of us
Both of us, both of us, both of us

I am the giant (ooh)
Stand up on my shoulders, tell me what you see
'Cause I am the giant (ooh)
We'll be breaking boulders underneath our feet
I am, I am, I am, I am, I am, I am the giant (oh)
...
"
510,Suge,DaBaby,79,"hip hop, north carolina hip hop, pop rap, rap, trap",163320,2019-03-01,71,0.876,0.662,2,-6.482,0,0.426,0.0608,0.0,0.127,0.844,75.445,4,"Pooh, you a fool for this one
Ha
Oh lord, Jetson made another one

Hah
Pack in the mail, it's gone (uh)
She like how I smell, cologne (yeah)
I just signed a deal, I'm on
Yeah, yeah
I go where I want
Good, good
Play if you want, let's do it (ha)
I'm a young CEO, Suge (yeah)
Yeah, yeah

The first nigga play, I'ma body a nigga (ha)
I just checked my balance
I'll probably pull up to your hood
And come buy me a nigga (no cap)
You know that your ho told you that nigga crazy
Don't think that she lied to you, nigga (bitch)
Get caught with your ho when I'm poppin' 'em both
Now they high just like Bobby and Whitney (haa)

Say I'm the goat, act like I don't know
But fuck it, I'm obviously winning
Don't make me go hit the bank
And take out a hundred
To show you our pockets are different (ha)
I'm out with your bitch and I only want knowledge
She got a lil' mileage, I'm chillin' (uh)
You disrespect me and I'll beat your ass up
All in front of your partners and children (ahh, ahh)

I'm the type to let a nigga think that I'm broke
Until I pop out with a million (I pop)
Take 20K and put that on your head
And make one of your partners come kill you (yeah)
Say he fuckin' with me then he gotta grow up
'Cause this nigga gotta be kiddin' (kiddin')
This shit, it can't fit in my pocket
...
"
511,Otro Trago,Sech,78,"panamanian pop, reggaeton, trap latino, urbano latino",225933,2019-04-19,71,0.746,0.7,0,-4.669,1,0.341,0.136,0.000159,0.11,0.619,176.044,4,"Sigue aquí tomándose otro trago
Su ex-novio con otra está (Ah-ah)
Los amigos subieron un estado (Ah-ah-ah)
Que hoy de farra se van

Te cambió siendo mejor que ella (No-no-no-no, oh-oh)
Por mujeres y un par de botella' (No-no-no-no, oh-oh)
Por amigos que no son amigos en verda' (En verda', Ice)
Porque sé que te van a escribir cuando él se va
(Everybody go to the discotheque)

Y ahora a lo oscuro y sin disimulo
Olvidando la' pena', la pillé (Ah)
Ahora hace lo que quiere, cuando quiere (Oh-oh)
Y si no quiere, serás otro que se jode también

Cuando el DJ pone la música (Eso e' así)
Ella baila como nunca (Pa' que sepa)
Y ahora a lo oscuro y sin disimulo (Oh-oh)
Olvidando la' pena', la pillé (Ra-ta-ta-tá)

Cuando el DJ pone la música
Ella baila como nunca (The Real Rondón)
Ahora hace lo que quiere, cuando quiere
Y si no quiere, serás otro que se jode también
(Stop that shit, nigga)

Ahora pa' ella los días son grise' (Eso e' así)
Porque su' mañana' no son felice' (¡Ah!)
Lo que eran beso', ahora son cicatrice' (Pa' que sepa)
Está soltera y pa' la calle dice (Ra-ta-ta-tá)

...
"
512,Light On,Maggie Rogers,70,indie pop,233880,2019-01-18,71,0.657,0.569,2,-6.287,1,0.0542,0.201,1.38e-05,0.126,0.399,102.054,4,"Would you believe me now
If I told you I got caught up in a wave
Almost gave it away

Would you hear me out
If I told you I was terrified for days
Thought I was gonna break

Oh, I couldn't stop it
Tried to slow it all down
Crying in the bathroom
Had to figure it out
With everyone around me saying
You must be so happy now

Oh, if you keep reaching out
Then I'll keep coming back
But if you're gone for good
Then I'm okay with that
But if you leave the light on
Then I'll leave the light on
(Light on, light on, light on)

Oh, I am finding out
There's just no other way
And I'm still dancing
At the end of the day
If you leave the light on
...
"
513,Lost Without You,Freya Ridings,59,uk pop,225853,2019-07-19,71,0.386,0.136,6,-9.267,1,0.0458,0.932,0.0,0.0653,0.0976,67.016,3,"Standing on the platform, watching you go

It's like no other pain I've ever known

To love someone so much, to have no control

You said, ""I want to see the world"", and I said, ""Go""

But I think I'm lost without you

I just feel crushed without you
'Cause I've been strong for so long
...
"
514,Motivation,Normani,67,"pop, r&b",193837,2019-08-16,71,0.599,0.887,4,-3.967,1,0.0984,0.0192,1.21e-06,0.3,0.881,170.918,4,"I'ma break you off, let me be your motivation
To stay and give it tonight
And baby turn around, let me give you innovation, hey
'Cause I do it so right

You got that good, good, baby, don't you?
Got that good, good, baby, don't you?
But you leavin' solo
Ain't regular, that ain't regular
I ain't gon' keep, keep fightin' for it
Ain't gon' keep, keep fightin' for it
'Cause you know this thing here
Ain't regular, that ain't regular

Fallin' into the bed
Why would we ever do somethin' instead of
Fallin' into the bed right now? Yeah

I'ma break you off, let me be your motivation
To stay and give it tonight
And baby turn around, let me give you innovation, hey
'Cause I do it so right
...
"
515,Easier,5 Seconds of Summer,76,"boy band, pop",158098,2020-03-27,71,0.562,0.46,5,-4.173,1,0.259,0.476,0.0,0.107,0.623,176.055,4,"Is it easier to stay? Is it easier to go?
I don't wanna know, oh
But I know that I'm never, ever gonna change
And you know you don't want it any other way

Why do we always gotta run away?
And we wind up in the same place
It's like we're looking for the same thing
Same thing, yeah
Yeah, do we really gotta do this now?
Right here with all your friends around
In the morning, we can work it out
Work it out

I love you so much that I hate you
Right now, it's so hard to blame you
'Cause you're so damn beautiful
You're so damn beautiful

Is it easier to stay? Is it easier to go?
I don't wanna know, oh
...
"
516,Never Really Over,Katy Perry,84,pop,223523,2019-05-31,70,0.77,0.882,8,-4.792,1,0.0602,0.194,0.0,0.316,0.385,99.991,4,"I'm losing my self control
Yeah, you're starting to trickle back in
But I don't wanna fall down the rabbit hole
Cross my heart, I won't do it again

I tell myself, tell myself, tell myself, ""Draw the line""
And I do, I do
But once in a while I trip up, and I cross the line
And I think of you

Two years, and just like that, my head still takes me back
Thought it was done, but I guess it's never really over
Oh, we were such a mess, but wasn't it the best?
Thought it was done, but I guess it's never really over

Just because it's over doesn't mean it's really over
And if I think it over, maybe you'll be coming over again
And I'll have to get over you all over again

Just because it's over doesn't mean it's really over
And if I think it over, maybe you'll be coming over again
And I'll have to get over you all over again
...
"
